[2025-08-23 17:21:32,075] INFO: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:13:54,314] ERROR [assistant.views]: Invalid base64 file format: Invalid base64-encoded string: number of data characters (17) cannot be 1 more than a multiple of 4 (views.py:157)
[2025-08-28 16:13:54,407] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:13:54,478] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 150 (basehttp.py:213)
[2025-08-28 16:15:14,960] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\rag\settings.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:15:39,042] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:15:56,461] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:16:26,725] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:17:16,899] INFO [assistant.views]: Processing PDF upload request (views.py:136)
[2025-08-28 16:17:16,899] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:137)
[2025-08-28 16:17:16,899] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:140)
[2025-08-28 16:17:16,899] ERROR [assistant.views]: Invalid base64 file format: Invalid base64-encoded string: number of data characters (29) cannot be 1 more than a multiple of 4 (views.py:166)
[2025-08-28 16:17:16,899] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:17:16,914] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 150 (basehttp.py:213)
[2025-08-28 16:18:19,496] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:19:18,464] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:19:56,860] INFO [assistant.views]: Processing PDF upload request (views.py:136)
[2025-08-28 16:19:56,860] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:137)
[2025-08-28 16:19:56,860] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:140)
[2025-08-28 16:19:56,924] INFO [assistant.views]: Extracting text from PDF: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\media\uploaded_file.pdf (views.py:206)
[2025-08-28 16:19:57,053] ERROR [assistant.views]: PDF extraction failed: EOF marker not found (views.py:223)
Traceback (most recent call last):
  File "C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py", line 208, in post
    reader = PyPDF2.PdfReader(f)
  File "C:\Users\HP\AppData\Local\Programs\Python\Python310\lib\site-packages\PyPDF2\_reader.py", line 319, in __init__
    self.read(stream)
  File "C:\Users\HP\AppData\Local\Programs\Python\Python310\lib\site-packages\PyPDF2\_reader.py", line 1415, in read
    self._find_eof_marker(stream)
  File "C:\Users\HP\AppData\Local\Programs\Python\Python310\lib\site-packages\PyPDF2\_reader.py", line 1471, in _find_eof_marker
    raise PdfReadError("EOF marker not found")
PyPDF2.errors.PdfReadError: EOF marker not found
[2025-08-28 16:19:57,439] ERROR [django.request]: Internal Server Error: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:19:57,439] ERROR [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 500 74 (basehttp.py:213)
[2025-08-28 16:20:50,311] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:21:10,344] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:21:27,051] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:21:27,051] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 16:21:27,051] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:152)
[2025-08-28 16:21:27,215] ERROR [assistant.views]: Uploaded file is not a valid PDF (magic/EOF check failed) (views.py:222)
[2025-08-28 16:21:27,217] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:21:27,218] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 76 (basehttp.py:213)
[2025-08-28 16:22:43,833] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:22:43,833] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 16:22:43,833] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:152)
[2025-08-28 16:22:43,833] ERROR [assistant.views]: Invalid base64 file format: Incorrect padding (views.py:180)
[2025-08-28 16:22:43,833] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:22:43,840] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 68 (basehttp.py:213)
[2025-08-28 16:23:32,992] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:23:32,992] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 16:23:32,992] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:152)
[2025-08-28 16:23:32,992] ERROR [assistant.views]: Invalid base64 file format: Incorrect padding (views.py:180)
[2025-08-28 16:23:32,992] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:23:33,007] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 68 (basehttp.py:213)
[2025-08-28 16:24:37,868] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:25:48,731] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:32:45,955] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:32:45,955] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------610668016509435493174220 (views.py:149)
[2025-08-28 16:32:45,955] WARNING [assistant.views]: Unsupported Media Type for PDF upload (views.py:213)
[2025-08-28 16:32:45,955] WARNING [django.request]: Unsupported Media Type: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:32:45,966] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 415 84 (basehttp.py:213)
[2025-08-28 16:33:28,413] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:33:49,347] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:34:08,554] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:34:08,554] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------537995051187661444904488 (views.py:149)
[2025-08-28 16:34:08,554] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:203)
[2025-08-28 16:34:08,621] ERROR [assistant.views]: Invalid PDF upload data: {'file': [ErrorDetail(string='The submitted data was not a file. Check the encoding type on the form.', code='invalid')]} (views.py:206)
[2025-08-28 16:34:08,636] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:34:08,638] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 130 (basehttp.py:213)
[2025-08-28 16:46:42,050] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:46:42,050] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------829302347105344820177039 (views.py:149)
[2025-08-28 16:46:42,063] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:203)
[2025-08-28 16:46:42,065] ERROR [assistant.views]: Invalid PDF upload data: {'file': [ErrorDetail(string='The submitted data was not a file. Check the encoding type on the form.', code='invalid')]} (views.py:206)
[2025-08-28 16:46:42,066] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:46:42,066] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 130 (basehttp.py:213)
[2025-08-28 16:46:53,161] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:47:13,281] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:47:25,349] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:47:25,350] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------420561499427507037031850 (views.py:149)
[2025-08-28 16:47:25,351] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:202)
[2025-08-28 16:47:25,356] ERROR [assistant.views]: Invalid PDF upload data: {'file': [ErrorDetail(string='The submitted data was not a file. Check the encoding type on the form.', code='invalid')]} (views.py:205)
[2025-08-28 16:47:25,359] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:47:25,360] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 130 (basehttp.py:213)
[2025-08-28 16:49:00,498] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:49:00,498] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------140319600919884838001922 (views.py:149)
[2025-08-28 16:49:00,498] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:202)
[2025-08-28 16:49:00,512] ERROR [assistant.views]: Invalid PDF upload data: {'file': [ErrorDetail(string='The submitted data was not a file. Check the encoding type on the form.', code='invalid')]} (views.py:205)
[2025-08-28 16:49:00,514] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:49:00,516] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 130 (basehttp.py:213)
[2025-08-28 16:50:01,828] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:50:17,792] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 16:50:17,792] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------782381048311448180621140 (views.py:149)
[2025-08-28 16:50:17,793] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:202)
[2025-08-28 16:50:17,795] ERROR [assistant.views]: Invalid PDF upload data: {'file': [ErrorDetail(string='The submitted data was not a file. Check the encoding type on the form.', code='invalid')]} (views.py:205)
[2025-08-28 16:50:17,796] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 16:50:17,797] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 130 (basehttp.py:213)
[2025-08-28 16:51:07,381] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 16:51:24,206] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 16:53:20,010] INFO [assistant.views]: Processing query request (views.py:37)
[2025-08-28 16:53:20,012] DEBUG [assistant.views]: Received query: Tell me about my resume (views.py:47)
[2025-08-28 16:53:20,013] INFO [assistant.views]: Initializing SentenceTransformer model: all-MiniLM-L6-v2 (views.py:53)
[2025-08-28 16:53:35,757] DEBUG [assistant.views]: Query embedding generated successfully (views.py:56)
[2025-08-28 16:53:35,757] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:66)
[2025-08-28 16:53:39,064] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:75)
[2025-08-28 16:53:40,687] INFO [assistant.views]: Sending request to Groq API (views.py:91)
[2025-08-28 16:53:46,147] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-23a73c78-5886-4805-a764-0e0f77557c72', 'object': 'chat.completion', 'created': 1756389224, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "Your resume is a comprehensive document that showcases your personal information, education, skills, experience, projects, achievements, and goals. Here's a summary:\n\n**Personal Information:**\n\n* Name: Kidus Shimelis\n* Location: Addis Ababa, Ethiopia\n* Age: 21\n\n**Education:**\n\n* Fourth-year student at Addis Ababa University, studying Computer Information Systems\n\n**Profile:**\n\n* You're a backend-focused full-stack developer and bot developer with a strong foundation in computer science and practical experience in building real-world applications.\n* You have a strong passion for artificial intelligence and machine learning, and you're currently learning and exploring how AI/ML can be applied to solve real-world problems, particularly in the context of local languages like Amharic.\n\n**Skills:**\n\n* Programming languages: Python, C++, JavaScript, SQL, HTML, CSS, PHP\n* Frameworks and tools: Django, React, Tailwind CSS, Bootstrap\n* Specializations: backend development, full-stack web development, bot development\n* Other skills: database design, AI/NLP (Amharic), system optimization, software project mentoring\n\n**Experience and Projects:**\n\n* AI-powered Summarizer App (KipaSum): built a summarizer app integrating Hugging Face's facebook/bart-large-cnn model with a Django backend and React frontend.\n* Yeneta Book Store API: designed and developed a backend system for book sales, inventory, and user interactions in an online bookstore.\n* Amharic NLP System: developed a system for processing and understanding the Amharic language.\n* Telegram Bot Projects: built and deployed bots for school automation and personal productivity.\n* Portfolio Website: developed a professional portfolio website for the School of Information Science at Addis Ababa University.\n* Zergaw Cloud – Data Science & AI Intern: currently working as an intern focusing on practical applications of data science and AI.\n\n**Leadership and Volunteering:**\n\n* Volunteer Teacher, Butajira Preparatory School: introduced college women to Python programming and career-building strategies.\n* Technical Mentor, GDG AAU: guided students in software development and best practices.\n\n**Achievements:**\n\n* Among the top 3 scorers in the Ethiopian University Entrance Examination (EUEE)\n\n**Goals:**\n\n* Your long-term vision is to become a leading AI and software engineer who leverages technology to solve local and global problems.\n* You're currently focused on mastering AI/"}, 'logprobs': None, 'finish_reason': 'length'}], 'usage': {'queue_time': 0.148179333, 'prompt_tokens': 2442, 'prompt_time': 0.183624972, 'completion_tokens': 500, 'completion_time': 1.405577982, 'total_tokens': 2942, 'total_time': 1.5892029540000001}, 'usage_breakdown': None, 'system_fingerprint': 'fp_bf16903a67', 'x_groq': {'id': 'req_01k3rf9abbet5bvvs3pa3aw9hp'}, 'service_tier': 'on_demand'} (views.py:109)
[2025-08-28 16:53:46,158] INFO [assistant.views]: Groq API response received successfully (views.py:126)
[2025-08-28 16:53:46,159] INFO [assistant.views]: Query processed successfully (views.py:135)
[2025-08-28 16:53:46,249] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 8164 (basehttp.py:213)
[2025-08-28 16:59:46,098] INFO [assistant.views]: Processing existing PDF request (views.py:406)
[2025-08-28 16:59:46,098] DEBUG [assistant.views]: Processing existing PDF: resume.pdf, Title: Resume (views.py:418)
[2025-08-28 16:59:46,098] INFO [assistant.views]: Extracting text from existing PDF: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\media\resume.pdf (views.py:432)
[2025-08-28 16:59:46,691] DEBUG [assistant.views]: Extracted content (first 100 chars): Kidus Shimelis Abera
Full-stack Developer
kidusshimelis3@gmail.com +251912063708 Addis Ababa, Ethiop... (views.py:447)
[2025-08-28 16:59:46,697] ERROR [assistant.views]: PortfolioItem with source_url media/resume.pdf already exists (views.py:458)
[2025-08-28 16:59:46,699] WARNING [django.request]: Bad Request: /api/add-existing-pdf/ (log.py:253)
[2025-08-28 16:59:46,700] WARNING [django.server]: "POST /api/add-existing-pdf/ HTTP/1.1" 400 73 (basehttp.py:213)
[2025-08-28 17:01:22,954] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:01:22,954] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 17:01:22,954] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:154)
[2025-08-28 17:01:22,969] ERROR [assistant.views]: File data is missing in JSON request (views.py:160)
[2025-08-28 17:01:22,974] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:01:22,976] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 49 (basehttp.py:213)
[2025-08-28 17:07:57,052] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:07:57,052] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------980203897426835601250531 (views.py:149)
[2025-08-28 17:07:57,064] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:202)
[2025-08-28 17:07:57,066] DEBUG [assistant.views]: Multipart keys: data=['file', 'title', 'metadata'], files=[] (views.py:203)
[2025-08-28 17:07:57,066] INFO [assistant.views]: No file in request.FILES; attempting base64 fallback from multipart form field (views.py:217)
[2025-08-28 17:07:57,067] ERROR [assistant.views]: Failed to process multipart base64 fallback: Incorrect padding (views.py:251)
[2025-08-28 17:07:57,069] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:07:57,070] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 104 (basehttp.py:213)
[2025-08-28 17:10:01,553] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-28 17:11:04,848] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-28 17:11:16,503] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:11:16,503] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------699800417492893781553433 (views.py:149)
[2025-08-28 17:11:16,503] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:201)
[2025-08-28 17:11:16,503] DEBUG [assistant.views]: Multipart keys: data=['file', 'title', 'metadata'], files=[] (views.py:202)
[2025-08-28 17:11:16,503] INFO [assistant.views]: No file in request.FILES; attempting base64 fallback from multipart form field (views.py:216)
[2025-08-28 17:11:16,539] ERROR [assistant.views]: Uploaded file is not a valid PDF (magic/EOF check failed) (views.py:274)
[2025-08-28 17:11:16,541] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:11:16,542] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 76 (basehttp.py:213)
[2025-08-28 17:15:08,941] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:15:08,941] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------591962402594803891541825 (views.py:149)
[2025-08-28 17:15:08,942] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:201)
[2025-08-28 17:15:08,942] DEBUG [assistant.views]: Multipart keys: data=['file', 'title', 'metadata'], files=[] (views.py:202)
[2025-08-28 17:15:08,942] INFO [assistant.views]: No file in request.FILES; attempting base64 fallback from multipart form field (views.py:216)
[2025-08-28 17:15:08,957] ERROR [assistant.views]: Uploaded file is not a valid PDF (magic/EOF check failed) (views.py:274)
[2025-08-28 17:15:08,959] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:15:08,960] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 76 (basehttp.py:213)
[2025-08-28 17:26:21,300] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:26:21,300] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------608802080927082488447276 (views.py:149)
[2025-08-28 17:26:21,300] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:201)
[2025-08-28 17:26:21,300] DEBUG [assistant.views]: Multipart keys: data=['file', 'title', 'metadata'], files=[] (views.py:202)
[2025-08-28 17:26:21,300] INFO [assistant.views]: No file in request.FILES; attempting base64 fallback from multipart form field (views.py:216)
[2025-08-28 17:26:21,300] ERROR [assistant.views]: Failed to process multipart base64 fallback: Incorrect padding (views.py:250)
[2025-08-28 17:26:21,300] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:26:21,315] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 104 (basehttp.py:213)
[2025-08-28 17:28:21,266] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:28:21,266] INFO [assistant.views]: Incoming Content-Type: multipart/form-data; boundary=--------------------------326706000064876330202516 (views.py:149)
[2025-08-28 17:28:21,266] INFO [assistant.views]: Processing multipart/form-data PDF upload (views.py:201)
[2025-08-28 17:28:21,266] DEBUG [assistant.views]: Multipart keys: data=['file', 'title', 'metadata'], files=[] (views.py:202)
[2025-08-28 17:28:21,266] INFO [assistant.views]: No file in request.FILES; attempting base64 fallback from multipart form field (views.py:216)
[2025-08-28 17:28:21,266] ERROR [assistant.views]: Failed to process multipart base64 fallback: Invalid base64-encoded string: number of data characters (9) cannot be 1 more than a multiple of 4 (views.py:250)
[2025-08-28 17:28:21,266] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:28:21,266] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 104 (basehttp.py:213)
[2025-08-28 17:28:49,489] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:28:49,502] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 17:28:49,503] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:154)
[2025-08-28 17:28:49,504] ERROR [assistant.views]: File data is missing in JSON request (views.py:160)
[2025-08-28 17:28:49,506] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:28:49,506] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 49 (basehttp.py:213)
[2025-08-28 17:29:55,816] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:29:55,816] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 17:29:55,821] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:154)
[2025-08-28 17:29:56,090] ERROR [assistant.views]: Uploaded file is not a valid PDF (magic/EOF check failed) (views.py:274)
[2025-08-28 17:29:56,090] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:29:56,090] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 76 (basehttp.py:213)
[2025-08-28 17:30:30,553] INFO [assistant.views]: Processing PDF upload request (views.py:148)
[2025-08-28 17:30:30,553] INFO [assistant.views]: Incoming Content-Type: application/json (views.py:149)
[2025-08-28 17:30:30,553] INFO [assistant.views]: Processing JSON-based PDF upload (views.py:154)
[2025-08-28 17:30:30,553] ERROR [assistant.views]: File data is missing in JSON request (views.py:160)
[2025-08-28 17:30:30,553] WARNING [django.request]: Bad Request: /api/upload-pdf/ (log.py:253)
[2025-08-28 17:30:30,553] WARNING [django.server]: "POST /api/upload-pdf/ HTTP/1.1" 400 49 (basehttp.py:213)
[2025-08-28 17:31:00,206] INFO [assistant.views]: Processing existing PDF request (views.py:405)
[2025-08-28 17:31:00,208] DEBUG [assistant.views]: Processing existing PDF: resume.pdf, Title: Resume (views.py:417)
[2025-08-28 17:31:00,209] INFO [assistant.views]: Extracting text from existing PDF: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\media\resume.pdf (views.py:431)
[2025-08-28 17:31:00,474] DEBUG [assistant.views]: Extracted content (first 100 chars): Kidus Shimelis Abera
Full-stack Developer
kidusshimelis3@gmail.com +251912063708 Addis Ababa, Ethiop... (views.py:446)
[2025-08-28 17:31:00,476] ERROR [assistant.views]: PortfolioItem with source_url media/resume.pdf already exists (views.py:457)
[2025-08-28 17:31:00,476] WARNING [django.request]: Bad Request: /api/add-existing-pdf/ (log.py:253)
[2025-08-28 17:31:00,481] WARNING [django.server]: "POST /api/add-existing-pdf/ HTTP/1.1" 400 73 (basehttp.py:213)
[2025-08-28 17:31:51,245] WARNING [django.request]: Not Found: /api// (log.py:253)
[2025-08-28 17:31:51,245] WARNING [django.server]: "POST /api// HTTP/1.1" 404 3437 (basehttp.py:213)
[2025-08-28 17:31:57,340] INFO [assistant.views]: Processing query request (views.py:37)
[2025-08-28 17:31:57,342] DEBUG [assistant.views]: Received query: tell me more about your resume (views.py:47)
[2025-08-28 17:31:57,342] INFO [assistant.views]: Initializing SentenceTransformer model: all-MiniLM-L6-v2 (views.py:53)
[2025-08-28 17:32:03,968] DEBUG [assistant.views]: Query embedding generated successfully (views.py:56)
[2025-08-28 17:32:03,983] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:66)
[2025-08-28 17:32:05,844] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:75)
[2025-08-28 17:32:06,543] INFO [assistant.views]: Sending request to Groq API (views.py:91)
[2025-08-28 17:32:08,860] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-89a7d3b2-9c2d-4c61-b832-574fcf320aea', 'object': 'chat.completion', 'created': 1756391529, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "Based on the provided context, here's an overview of my resume:\n\n**Personal Information:**\n\n* Name: Kidus Shimelis\n* Location: Addis Ababa, Ethiopia\n* Age: 21\n* Education: Fourth-year student, Computer Information Systems, Addis Ababa University\n\n**Profile:**\n\nI'm a backend-focused full-stack developer and bot developer with a strong foundation in computer science and practical experience in building real-world applications. I have a strong passion for artificial intelligence and machine learning, and I'm currently learning and exploring how AI/ML can be applied to solve real-world problems, particularly in the context of local languages like Amharic.\n\n**Skills:**\n\n* Programming Languages: Python, C++, JavaScript, SQL, HTML, CSS, PHP\n* Frameworks & Tools: Django (REST Framework), React, Tailwind CSS, Bootstrap\n* Specializations: Backend development, full-stack web development, bot development\n* Other Skills: Database design, AI/NLP (Amharic), system optimization, software project mentoring\n\n**Experience & Projects:**\n\n* AI-powered Summarizer App (KipaSum): Built a summarizer app integrating Hugging Face's facebook/bart-large-cnn model with a Django backend and React frontend.\n* Yeneta Book Store API: Designed and developed a backend system for book sales, inventory, and user interactions in an online bookstore.\n* Amharic NLP System: Developed a system for processing and understanding the Amharic language.\n* Telegram Bot Projects: Built and deployed bots for school automation and personal productivity.\n* Portfolio Website: Developed a professional portfolio website for the School of Information Science at Addis Ababa University.\n* Zergaw Cloud – Data Science & AI Intern: Currently working as an intern focusing on practical applications of data science and AI.\n\n**Leadership & Volunteering:**\n\n* Volunteer Teacher, Butajira Preparatory School: Introduced 40+ college women to Python programming and career-building strategies.\n* Technical Mentor, GDG AAU: Guided students in software development and best practices.\n\n**Achievements:**\n\n* Among the top 3 scorers in the Ethiopian University Entrance Examination (EUEE).\n\n**Goals:**\n\nMy long-term vision is to become a leading AI and software engineer who leverages technology to solve local and global problems. I'm currently focused on mastering AI/ML, backend engineering, and the development of intelligent systems that can support education,"}, 'logprobs': None, 'finish_reason': 'length'}], 'usage': {'queue_time': 0.153436429, 'prompt_tokens': 2443, 'prompt_time': 0.184368735, 'completion_tokens': 500, 'completion_time': 1.443990114, 'total_tokens': 2943, 'total_time': 1.628358849}, 'usage_breakdown': None, 'system_fingerprint': 'fp_bf16903a67', 'x_groq': {'id': 'req_01k3rhfnqbeadsr4cty1b9wx7m'}, 'service_tier': 'on_demand'} (views.py:109)
[2025-08-28 17:32:08,874] INFO [assistant.views]: Groq API response received successfully (views.py:126)
[2025-08-28 17:32:08,884] INFO [assistant.views]: Query processed successfully (views.py:135)
[2025-08-28 17:32:08,914] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 8130 (basehttp.py:213)
[2025-08-28 17:35:21,270] INFO [assistant.views]: Processing existing PDF request (views.py:405)
[2025-08-28 17:35:21,272] DEBUG [assistant.views]: Processing existing PDF: resume.pdf, Title: Resume (views.py:417)
